Date,year,month,decimal_date,average,de_seasonalized,ndays,stdev,uncertainty
2023-01-15,2023,1,2023.0417,419.47,419.16,31,0.39,0.14
2023-02-15,2023,2,2023.125,420.31,419.38,23,0.7,0.28
2023-03-15,2023,3,2023.2083,420.99,419.53,30,0.74,0.26
2023-04-15,2023,4,2023.2917,423.31,420.81,27,0.56,0.21
2023-05-15,2023,5,2023.375,424.0,420.76,31,0.7,0.24
2023-06-15,2023,6,2023.4583,423.68,421.23,29,0.57,0.2
2023-07-15,2023,7,2023.5417,421.83,421.42,21,0.48,0.2
2023-08-15,2023,8,2023.625,419.68,421.58,21,0.45,0.19
2023-09-15,2023,9,2023.7083,418.5,421.9,18,0.3,0.14
2023-10-15,2023,10,2023.7917,418.82,422.07,27,0.47,0.17
2023-11-15,2023,11,2023.875,420.46,422.47,21,0.91,0.38
2023-12-15,2023,12,2023.9583,421.86,422.58,20,0.69,0.29
