,Temperature_Avg_C,Temperature_Max_C,Temperature_Min_C,Precipitation_mm,Region,Latitude,Longitude,City
1990-04-17,26.09,28.88,24.01,7.71,South_South,5.148,7.361,Port Harcourt
1990-04-18,25.89,29.0,23.47,4.25,South_South,5.148,7.361,Port Harcourt
1990-04-19,27.07,31.91,23.65,10.31,South_South,5.148,7.361,Port Harcourt
1990-04-20,27.36,31.87,24.07,6.4,South_South,5.148,7.361,Port Harcourt
1990-04-21,26.96,30.4,24.24,1.17,South_South,5.148,7.361,Port Harcourt
1990-04-22,26.87,31.08,23.94,4.04,South_South,5.148,7.361,Port Harcourt
1990-04-23,27.73,32.72,24.31,3.93,South_South,5.148,7.361,Port Harcourt
1990-04-24,26.71,29.43,24.75,6.09,South_South,5.148,7.361,Port Harcourt
1990-04-25,25.73,27.93,23.93,4.76,South_South,5.148,7.361,Port Harcourt
1990-04-26,27.33,31.96,23.53,13.52,South_South,5.148,7.361,Port Harcourt
1990-04-27,26.57,29.8,24.31,10.07,South_South,5.148,7.361,Port Harcourt
1990-04-28,25.78,28.08,24.3,11.66,South_South,5.148,7.361,Port Harcourt
1990-04-29,27.48,33.04,23.71,5.0,South_South,5.148,7.361,Port Harcourt
1990-04-30,27.01,31.51,23.89,19.7,South_South,5.148,7.361,Port Harcourt
1990-05-01,26.18,29.72,23.69,4.42,South_South,5.148,7.361,Port Harcourt
1990-05-02,26.93,31.73,23.6,6.98,South_South,5.148,7.361,Port Harcourt
1990-05-03,26.23,30.17,23.53,5.74,South_South,5.148,7.361,Port Harcourt
1990-05-04,25.96,29.36,23.65,13.31,South_South,5.148,7.361,Port Harcourt
1990-05-05,26.13,29.86,23.4,7.32,South_South,5.148,7.361,Port Harcourt
1990-05-06,26.59,30.9,23.97,5.35,South_South,5.148,7.361,Port Harcourt
1990-05-07,26.34,30.23,23.64,12.97,South_South,5.148,7.361,Port Harcourt
1990-05-08,25.56,27.8,23.75,21.9,South_South,5.148,7.361,Port Harcourt
1990-05-09,25.86,29.51,23.84,13.56,South_South,5.148,7.361,Port Harcourt
1990-05-10,26.01,29.94,23.12,9.03,South_South,5.148,7.361,Port Harcourt
1990-05-11,26.6,31.1,23.32,6.65,South_South,5.148,7.361,Port Harcourt
1990-05-12,26.43,30.08,23.87,4.82,South_South,5.148,7.361,Port Harcourt
1990-05-13,26.3,30.4,23.91,6.59,South_South,5.148,7.361,Port Harcourt
1990-05-14,25.9,29.11,23.83,6.88,South_South,5.148,7.361,Port Harcourt
1990-05-15,25.93,29.86,23.53,2.7,South_South,5.148,7.361,Port Harcourt
1990-05-16,25.22,27.9,23.14,2.46,South_South,5.148,7.361,Port Harcourt
1990-05-17,25.95,29.25,23.7,2.51,South_South,5.148,7.361,Port Harcourt
1990-05-18,26.42,30.58,23.19,3.28,South_South,5.148,7.361,Port Harcourt
1990-05-19,26.31,30.31,24.19,5.84,South_South,5.148,7.361,Port Harcourt
1990-05-20,25.49,27.81,24.11,3.73,South_South,5.148,7.361,Port Harcourt
1990-05-21,25.08,27.1,23.64,5.49,South_South,5.148,7.361,Port Harcourt
1990-05-22,26.08,30.28,23.24,2.87,South_South,5.148,7.361,Port Harcourt
1990-05-23,25.65,29.26,22.68,3.37,South_South,5.148,7.361,Port Harcourt
1990-05-24,25.75,29.65,23.2,8.2,South_South,5.148,7.361,Port Harcourt
1990-05-25,25.19,27.71,23.63,9.66,South_South,5.148,7.361,Port Harcourt
1990-05-26,25.42,28.59,23.13,4.09,South_South,5.148,7.361,Port Harcourt
1990-05-27,25.02,27.01,23.5,8.38,South_South,5.148,7.361,Port Harcourt
1990-05-28,24.61,27.45,22.54,2.25,South_South,5.148,7.361,Port Harcourt
1990-05-29,25.45,30.09,21.84,1.87,South_South,5.148,7.361,Port Harcourt
1990-05-30,25.05,27.85,22.63,2.53,South_South,5.148,7.361,Port Harcourt
1990-05-31,25.86,30.09,22.56,1.79,South_South,5.148,7.361,Port Harcourt
1990-06-01,24.9,27.52,23.01,1.31,South_South,5.148,7.361,Port Harcourt
1990-06-02,25.65,29.54,22.61,1.36,South_South,5.148,7.361,Port Harcourt
1990-06-03,24.7,26.64,23.36,5.06,South_South,5.148,7.361,Port Harcourt
1990-06-04,26.58,31.73,22.41,0.86,South_South,5.148,7.361,Port Harcourt
1990-06-05,25.59,28.69,23.65,0.23,South_South,5.148,7.361,Port Harcourt
1990-06-06,25.81,29.4,23.39,1.0,South_South,5.148,7.361,Port Harcourt
1990-06-07,25.36,27.74,23.71,0.49,South_South,5.148,7.361,Port Harcourt
1990-06-08,25.53,28.79,23.46,0.93,South_South,5.148,7.361,Port Harcourt
1990-06-09,26.1,29.73,23.17,0.65,South_South,5.148,7.361,Port Harcourt
1990-06-10,25.86,29.76,23.53,7.66,South_South,5.148,7.361,Port Harcourt
1990-06-11,25.15,28.15,23.35,5.86,South_South,5.148,7.361,Port Harcourt
1990-06-12,25.89,30.19,22.85,5.25,South_South,5.148,7.361,Port Harcourt
1990-06-13,25.09,27.92,23.51,8.17,South_South,5.148,7.361,Port Harcourt
1990-06-14,25.56,30.17,22.93,4.53,South_South,5.148,7.361,Port Harcourt
1990-06-15,25.76,30.06,22.83,1.65,South_South,5.148,7.361,Port Harcourt
1990-06-16,25.37,28.71,22.84,1.97,South_South,5.148,7.361,Port Harcourt
1990-06-17,25.07,28.1,22.91,2.88,South_South,5.148,7.361,Port Harcourt
1990-06-18,25.7,30.13,22.88,4.18,South_South,5.148,7.361,Port Harcourt
1990-06-19,25.12,27.91,23.22,1.43,South_South,5.148,7.361,Port Harcourt
1990-06-20,25.02,27.39,23.32,2.95,South_South,5.148,7.361,Port Harcourt
1990-06-21,25.54,29.7,22.6,4.04,South_South,5.148,7.361,Port Harcourt
1990-06-22,25.1,28.81,22.9,2.06,South_South,5.148,7.361,Port Harcourt
1990-06-23,24.74,27.71,22.86,2.45,South_South,5.148,7.361,Port Harcourt
1990-06-24,24.65,28.03,22.67,1.68,South_South,5.148,7.361,Port Harcourt
1990-06-25,25.11,29.81,21.74,13.53,South_South,5.148,7.361,Port Harcourt
1990-06-26,24.29,28.24,21.68,33.48,South_South,5.148,7.361,Port Harcourt
1990-06-27,24.14,27.72,22.18,23.06,South_South,5.148,7.361,Port Harcourt
1990-06-28,24.72,29.49,21.68,4.34,South_South,5.148,7.361,Port Harcourt
1990-06-29,24.63,29.25,21.25,9.68,South_South,5.148,7.361,Port Harcourt
1990-06-30,24.92,29.99,21.8,1.95,South_South,5.148,7.361,Port Harcourt
1990-07-01,23.81,26.56,22.1,1.64,South_South,5.148,7.361,Port Harcourt
1990-07-02,24.31,28.07,21.68,2.47,South_South,5.148,7.361,Port Harcourt
1990-07-03,24.99,29.78,22.12,2.26,South_South,5.148,7.361,Port Harcourt
1990-07-04,24.66,28.32,22.13,2.85,South_South,5.148,7.361,Port Harcourt
1990-07-05,24.61,28.26,22.21,9.3,South_South,5.148,7.361,Port Harcourt
1990-07-06,24.72,27.71,22.75,8.98,South_South,5.148,7.361,Port Harcourt
1990-07-07,24.85,28.58,22.67,12.25,South_South,5.148,7.361,Port Harcourt
1990-07-08,24.47,27.81,22.69,37.87,South_South,5.148,7.361,Port Harcourt
1990-07-09,24.23,27.53,22.15,9.13,South_South,5.148,7.361,Port Harcourt
1990-07-10,25.5,30.4,22.05,1.44,South_South,5.148,7.361,Port Harcourt
1990-07-11,24.95,28.96,22.38,1.5,South_South,5.148,7.361,Port Harcourt
1990-07-12,24.48,28.18,22.53,2.95,South_South,5.148,7.361,Port Harcourt
1990-07-13,24.57,28.96,21.61,4.2,South_South,5.148,7.361,Port Harcourt
1990-07-14,24.55,28.96,21.71,2.66,South_South,5.148,7.361,Port Harcourt
1990-07-15,23.97,27.34,21.81,1.96,South_South,5.148,7.361,Port Harcourt
1990-07-16,24.46,29.0,22.04,1.53,South_South,5.148,7.361,Port Harcourt
1990-07-17,23.55,26.13,21.69,2.31,South_South,5.148,7.361,Port Harcourt
1990-07-18,24.4,28.53,21.67,1.61,South_South,5.148,7.361,Port Harcourt
1990-07-19,24.95,29.41,21.41,0.8,South_South,5.148,7.361,Port Harcourt
1990-07-20,25.2,30.44,21.54,0.57,South_South,5.148,7.361,Port Harcourt
1990-07-21,24.66,28.91,21.68,0.35,South_South,5.148,7.361,Port Harcourt
1990-07-22,24.13,27.56,21.85,0.91,South_South,5.148,7.361,Port Harcourt
1990-07-23,23.79,27.26,21.59,1.49,South_South,5.148,7.361,Port Harcourt
1990-07-24,24.85,29.12,21.79,0.32,South_South,5.148,7.361,Port Harcourt
1990-07-25,25.02,29.9,22.38,2.03,South_South,5.148,7.361,Port Harcourt
1990-07-26,24.07,27.47,21.98,8.64,South_South,5.148,7.361,Port Harcourt
1990-07-27,23.34,25.43,21.75,5.82,South_South,5.148,7.361,Port Harcourt
1990-07-28,23.98,27.02,21.5,2.72,South_South,5.148,7.361,Port Harcourt
1990-07-29,25.41,30.5,21.3,2.43,South_South,5.148,7.361,Port Harcourt
1990-07-30,24.1,27.53,22.28,2.08,South_South,5.148,7.361,Port Harcourt
1990-07-31,24.9,28.91,21.84,1.81,South_South,5.148,7.361,Port Harcourt
1990-08-01,25.21,29.02,21.81,1.47,South_South,5.148,7.361,Port Harcourt
1990-08-02,24.67,27.86,22.83,2.75,South_South,5.148,7.361,Port Harcourt
1990-08-03,23.77,26.06,22.0,3.15,South_South,5.148,7.361,Port Harcourt
1990-08-04,24.55,29.19,21.35,0.88,South_South,5.148,7.361,Port Harcourt
1990-08-05,25.0,29.8,21.73,0.32,South_South,5.148,7.361,Port Harcourt
1990-08-06,25.03,29.65,21.44,0.72,South_South,5.148,7.361,Port Harcourt
1990-08-07,24.44,28.69,21.87,0.99,South_South,5.148,7.361,Port Harcourt
1990-08-08,23.95,27.03,22.05,1.88,South_South,5.148,7.361,Port Harcourt
1990-08-09,24.25,28.32,21.86,1.52,South_South,5.148,7.361,Port Harcourt
1990-08-10,24.83,29.15,21.64,1.16,South_South,5.148,7.361,Port Harcourt
1990-08-11,24.11,27.1,21.82,1.05,South_South,5.148,7.361,Port Harcourt
1990-08-12,25.11,30.26,22.01,0.81,South_South,5.148,7.361,Port Harcourt
1990-08-13,23.87,27.05,22.18,1.05,South_South,5.148,7.361,Port Harcourt
1990-08-14,24.36,28.35,21.51,1.6,South_South,5.148,7.361,Port Harcourt
1990-08-15,24.29,28.27,21.28,0.97,South_South,5.148,7.361,Port Harcourt
1990-08-16,24.73,29.54,21.26,1.11,South_South,5.148,7.361,Port Harcourt
1990-08-17,24.35,28.84,21.74,1.22,South_South,5.148,7.361,Port Harcourt
1990-08-18,24.28,28.25,21.11,1.08,South_South,5.148,7.361,Port Harcourt
1990-08-19,25.18,29.74,21.76,0.75,South_South,5.148,7.361,Port Harcourt
1990-08-20,25.35,29.78,22.57,0.62,South_South,5.148,7.361,Port Harcourt
1990-08-21,24.66,27.93,22.36,0.46,South_South,5.148,7.361,Port Harcourt
1990-08-22,25.23,29.76,22.39,0.51,South_South,5.148,7.361,Port Harcourt
1990-08-23,25.58,30.68,22.03,0.91,South_South,5.148,7.361,Port Harcourt
1990-08-24,25.69,30.65,22.36,1.41,South_South,5.148,7.361,Port Harcourt
1990-08-25,25.44,29.92,22.78,2.04,South_South,5.148,7.361,Port Harcourt
1990-08-26,25.49,30.37,22.61,1.88,South_South,5.148,7.361,Port Harcourt
1990-08-27,24.67,28.97,22.54,1.98,South_South,5.148,7.361,Port Harcourt
1990-08-28,25.5,30.65,22.1,1.38,South_South,5.148,7.361,Port Harcourt
1990-08-29,24.28,27.61,22.49,4.29,South_South,5.148,7.361,Port Harcourt
1990-08-30,23.97,26.85,22.14,5.48,South_South,5.148,7.361,Port Harcourt
1990-08-31,24.57,28.52,22.24,2.66,South_South,5.148,7.361,Port Harcourt
1990-09-01,24.11,27.31,22.15,4.29,South_South,5.148,7.361,Port Harcourt
1990-09-02,24.55,28.88,21.62,4.15,South_South,5.148,7.361,Port Harcourt
1990-09-03,24.69,28.64,22.29,2.24,South_South,5.148,7.361,Port Harcourt
1990-09-04,24.62,28.74,21.81,3.27,South_South,5.148,7.361,Port Harcourt
1990-09-05,25.14,30.5,22.27,0.88,South_South,5.148,7.361,Port Harcourt
1990-09-06,24.46,27.75,22.38,1.08,South_South,5.148,7.361,Port Harcourt
1990-09-07,24.38,27.01,22.34,3.09,South_South,5.148,7.361,Port Harcourt
1990-09-08,24.7,27.59,22.52,5.83,South_South,5.148,7.361,Port Harcourt
1990-09-09,25.08,29.49,22.59,2.76,South_South,5.148,7.361,Port Harcourt
1990-09-10,23.78,26.1,22.4,4.91,South_South,5.148,7.361,Port Harcourt
1990-09-11,24.52,28.23,21.97,9.05,South_South,5.148,7.361,Port Harcourt
1990-09-12,24.07,26.94,22.04,5.4,South_South,5.148,7.361,Port Harcourt
1990-09-13,25.05,29.57,22.07,3.57,South_South,5.148,7.361,Port Harcourt
1990-09-14,24.96,29.28,22.15,4.32,South_South,5.148,7.361,Port Harcourt
1990-09-15,25.24,29.74,22.5,4.11,South_South,5.148,7.361,Port Harcourt
1990-09-16,24.77,28.54,22.32,2.01,South_South,5.148,7.361,Port Harcourt
1990-09-17,25.21,29.38,22.53,1.38,South_South,5.148,7.361,Port Harcourt
1990-09-18,25.31,29.41,22.05,6.95,South_South,5.148,7.361,Port Harcourt
1990-09-19,24.86,28.54,22.32,2.9,South_South,5.148,7.361,Port Harcourt
1990-09-20,25.17,29.22,22.5,3.31,South_South,5.148,7.361,Port Harcourt
1990-09-21,24.69,28.08,22.4,7.53,South_South,5.148,7.361,Port Harcourt
1990-09-22,25.53,30.49,22.23,3.77,South_South,5.148,7.361,Port Harcourt
1990-09-23,24.5,27.31,22.9,4.89,South_South,5.148,7.361,Port Harcourt
1990-09-24,25.23,29.39,22.59,7.87,South_South,5.148,7.361,Port Harcourt
1990-09-25,25.68,30.12,22.76,11.0,South_South,5.148,7.361,Port Harcourt
1990-09-26,24.16,26.33,22.96,7.76,South_South,5.148,7.361,Port Harcourt
1990-09-27,24.5,27.06,22.44,12.25,South_South,5.148,7.361,Port Harcourt
1990-09-28,24.6,27.57,22.49,12.84,South_South,5.148,7.361,Port Harcourt
1990-09-29,24.29,27.32,22.09,10.8,South_South,5.148,7.361,Port Harcourt
1990-09-30,25.18,29.93,21.89,3.81,South_South,5.148,7.361,Port Harcourt
1990-10-01,25.4,30.11,21.87,5.64,South_South,5.148,7.361,Port Harcourt
1990-10-02,26.67,33.64,22.02,5.29,South_South,5.148,7.361,Port Harcourt
1990-10-03,25.09,28.37,23.03,5.83,South_South,5.148,7.361,Port Harcourt
1990-10-04,25.37,29.61,22.76,15.67,South_South,5.148,7.361,Port Harcourt
1990-10-05,25.38,29.29,22.93,12.85,South_South,5.148,7.361,Port Harcourt
1990-10-06,24.85,28.55,22.73,19.76,South_South,5.148,7.361,Port Harcourt
1990-10-07,25.98,30.49,22.31,6.4,South_South,5.148,7.361,Port Harcourt
1990-10-08,26.07,31.51,22.58,10.53,South_South,5.148,7.361,Port Harcourt
1990-10-09,25.94,31.02,23.1,4.56,South_South,5.148,7.361,Port Harcourt
1990-10-10,26.13,30.67,23.06,5.95,South_South,5.148,7.361,Port Harcourt
1990-10-11,25.89,29.6,23.41,7.22,South_South,5.148,7.361,Port Harcourt
1990-10-12,25.57,29.26,23.21,15.32,South_South,5.148,7.361,Port Harcourt
1990-10-13,25.06,28.04,23.15,12.7,South_South,5.148,7.361,Port Harcourt
1990-10-14,24.3,26.63,22.68,25.35,South_South,5.148,7.361,Port Harcourt
1990-10-15,24.33,27.12,22.12,7.79,South_South,5.148,7.361,Port Harcourt
1990-10-16,25.34,30.91,21.16,1.64,South_South,5.148,7.361,Port Harcourt
1990-10-17,25.16,29.82,22.09,18.25,South_South,5.148,7.361,Port Harcourt
1990-10-18,24.65,27.41,23.13,5.63,South_South,5.148,7.361,Port Harcourt
1990-10-19,25.7,30.53,22.25,4.0,South_South,5.148,7.361,Port Harcourt
1990-10-20,25.65,30.15,22.93,8.46,South_South,5.148,7.361,Port Harcourt
1990-10-21,24.46,26.45,23.15,9.29,South_South,5.148,7.361,Port Harcourt
1990-10-22,24.37,26.93,22.82,5.38,South_South,5.148,7.361,Port Harcourt
1990-10-23,26.64,32.16,22.29,1.4,South_South,5.148,7.361,Port Harcourt
1990-10-24,24.98,28.43,22.71,2.17,South_South,5.148,7.361,Port Harcourt
1990-10-25,24.35,26.98,22.83,3.95,South_South,5.148,7.361,Port Harcourt
1990-10-26,24.15,26.69,22.08,1.41,South_South,5.148,7.361,Port Harcourt
1990-10-27,25.61,29.97,22.31,1.48,South_South,5.148,7.361,Port Harcourt
1990-10-28,25.26,29.34,22.51,4.35,South_South,5.148,7.361,Port Harcourt
1990-10-29,24.89,28.1,23.06,12.69,South_South,5.148,7.361,Port Harcourt
1990-10-30,25.76,30.27,22.71,13.09,South_South,5.148,7.361,Port Harcourt
1990-10-31,24.96,27.57,23.1,12.28,South_South,5.148,7.361,Port Harcourt
1990-11-01,25.53,29.99,22.55,10.56,South_South,5.148,7.361,Port Harcourt
1990-11-02,25.34,29.59,22.58,6.7,South_South,5.148,7.361,Port Harcourt
1990-11-03,25.85,29.95,22.24,2.58,South_South,5.148,7.361,Port Harcourt
1990-11-04,25.55,29.31,22.51,9.66,South_South,5.148,7.361,Port Harcourt
1990-11-05,25.13,27.71,23.54,8.33,South_South,5.148,7.361,Port Harcourt
1990-11-06,24.63,27.0,22.38,3.78,South_South,5.148,7.361,Port Harcourt
1990-11-07,26.7,32.44,21.97,3.62,South_South,5.148,7.361,Port Harcourt
1990-11-08,25.28,28.38,23.56,8.54,South_South,5.148,7.361,Port Harcourt
1990-11-09,25.07,27.74,23.1,4.25,South_South,5.148,7.361,Port Harcourt
1990-11-10,25.68,30.19,22.72,7.08,South_South,5.148,7.361,Port Harcourt
1990-11-11,24.67,27.84,22.59,10.62,South_South,5.148,7.361,Port Harcourt
1990-11-12,24.78,28.24,22.28,25.98,South_South,5.148,7.361,Port Harcourt
1990-11-13,25.25,29.54,22.1,21.3,South_South,5.148,7.361,Port Harcourt
1990-11-14,25.74,30.59,21.64,15.24,South_South,5.148,7.361,Port Harcourt
1990-11-15,25.85,30.7,22.34,5.21,South_South,5.148,7.361,Port Harcourt
1990-11-16,26.51,30.43,23.38,14.38,South_South,5.148,7.361,Port Harcourt
1990-11-17,26.52,31.34,23.51,4.0,South_South,5.148,7.361,Port Harcourt
